Player Number,First Name,Last Name,Games Played,Goals,Assists,Points,PIM,Logo,header,Position,Color,Color-s
26,Josh,Saunders,5,0,0,0,2,C:/Users/light/Documents/vMix Assets/Logos/LIGHTNING.PNG,Season So Far,D,#D8B95A,#FFFFFF
